SEQ|Selection|Species|Author|Family|Genus|MatchType|Backbone|SID|scientificFinal|scientificNameAuthorship|taxonomicStatus|SynonymBackbone|SynonymSID|SpeciesWCUPS|MatchTypeWCUPS|BackboneWCUPS|SIDWCUPS
129|GTS|Acacia simplex|(Sparrm.) Pedley|Fabaceae|Acacia|direct|WFO|wfo-0001055983|Acacia simplex|(Sparrm.) Pedley|ACCEPTED|""|""|Acacia simplex|direct|WFO|wfo-0001055983
130|GTS|Acacia sparsiflora|Maiden|Fabaceae|Acacia|direct|WFO|wfo-0000186124|Acacia sparsiflora|Maiden|ACCEPTED|""|""|Acacia sparsiflora|direct|WFO|wfo-0000186124
131|GTS|Acacia spirorbis|Labill.|Fabaceae|Acacia|direct|WFO|wfo-0000185538|Acacia spirorbis|Labill.|ACCEPTED|""|""|Acacia spirorbis|direct|WFO|wfo-0000185538
132|GTS|Acacia stenophylla|A.Cunn. ex Benth.|Fabaceae|Acacia|direct|WFO|wfo-0000185327|Acacia stenophylla|A.Cunn. ex Benth.|ACCEPTED|""|""|Acacia stenophylla|direct|WFO|wfo-0000185327
133|GTS|Acacia stipuligera|F.Muell.|Fabaceae|Acacia|direct|WFO|wfo-0000202647|Acacia stipuligera|F.Muell.|ACCEPTED|""|""|Acacia stipuligera|direct|WFO|wfo-0000202647
134|GTS|Acacia terminalis|(Salisb.) J.F.Macbr.|Fabaceae|Acacia|direct|WFO|wfo-0000186862|Acacia terminalis|(Salisb.) J.F.Macbr.|ACCEPTED|""|""|Acacia terminalis|direct|WFO|wfo-0000186862
135|GTS|Acacia tetragonophylla|F.Muell.|Fabaceae|Acacia|direct|WFO|wfo-0000201473|Acacia tetragonophylla|F.Muell.|ACCEPTED|""|""|Acacia tetragonophylla|direct|WFO|wfo-0000201473
136|GTS|Acacia tumida|F.Muell. ex Benth.|Fabaceae|Acacia|direct|WFO|wfo-0000185331|Acacia tumida|Benth.|ACCEPTED|""|""|Acacia tumida|direct|WFO|wfo-0000185331
137|GTS|Acacia verniciflua|A.Cunn.|Fabaceae|Acacia|direct|WFO|wfo-0000185333|Acacia verniciflua|A.Cunn.|ACCEPTED|""|""|Acacia verniciflua|direct|WFO|wfo-0000185333
138|GTS|Acacia victoriae|Benth.|Fabaceae|Acacia|direct|WFO|wfo-0000185334|Acacia victoriae|Benth.|ACCEPTED|""|""|Acacia victoriae|direct|WFO|wfo-0000185334
139|GTS|Acaciella angustissima|(Mill.) Britton & Rose|Fabaceae|Acaciella|direct|WFO|wfo-0000182389|Acaciella angustissima|(Mill.) Britton & Rose|UNCHECKED|""|""|Acaciella angustissima|direct|WFO|wfo-0000182389
140|GTS|Acaciella glauca|(L.) L. Rico|Fabaceae|Acaciella|direct|WFO|wfo-0001283373|Acaciella glauca|(L.) L.Rico|ACCEPTED|""|""|Acaciella glauca|direct|WFO|wfo-0001283373
141|GTS|Acaciella villosa|(Sw.) Britton & Rose|Fabaceae|Acaciella|direct|WFO|wfo-0000176047|Acaciella villosa|(Sw.) Britton & Rose|UNCHECKED|""|""|Acaciella villosa|direct|WFO|wfo-0000176047
142|GTS|Acalypha caturus|Blume|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000781500|Acalypha caturus|Blume|ACCEPTED|""|""|Acalypha caturus|direct|WFO|wfo-0000781500
143|GTS|Acalypha chirindica|S.Moore|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000802608|Acalypha chirindica|S.Moore|ACCEPTED|""|""|Acalypha chirindica|direct|WFO|wfo-0000802608
144|GTS|Acalypha diversifolia|Jacq.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000926669|Acalypha diversifolia|Jacq.|ACCEPTED|""|""|Acalypha diversifolia|direct|WFO|wfo-0000926669
145|GTS|Acalypha emirnensis|Baill.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000932906|Acalypha emirnensis|Baill.|ACCEPTED|""|""|Acalypha emirnensis|direct|WFO|wfo-0000932906
146|GTS|Acalypha fasciculata|Müll.Arg.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000934846|Acalypha fasciculata|Müll.Arg.|ACCEPTED|""|""|Acalypha fasciculata|direct|WFO|wfo-0000934846
147|GTS|Acalypha fruticosa|Forssk.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000938659|Acalypha fruticosa|Forssk.|ACCEPTED|""|""|Acalypha fruticosa|direct|WFO|wfo-0000938659
148|GTS|Acalypha glabrata|Thunb.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000941130|Acalypha glabrata|Thunb.|ACCEPTED|""|""|Acalypha glabrata|direct|WFO|wfo-0000941130
149|GTS|Acalypha grandis|Benth.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000944791|Acalypha grandis|Benth.|ACCEPTED|""|""|Acalypha grandis|direct|WFO|wfo-0000944791
150|GTS|Acalypha hellwigii|Warb.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000948038|Acalypha hellwigii|Warb.|ACCEPTED|""|""|Acalypha hellwigii|direct|WFO|wfo-0000948038
151|GTS|Acalypha longispica|Warb.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000964536|Acalypha longispica|Warb.|ACCEPTED|""|""|Acalypha longispica|direct|WFO|wfo-0000964536
152|GTS|Acalypha macrostachya|Jacq.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000966407|Acalypha macrostachya|Jacq.|ACCEPTED|""|""|Acalypha macrostachya|direct|WFO|wfo-0000966407
153|GTS|Acalypha neptunica|Müll.Arg.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000975999|Acalypha neptunica|Müll.Arg.|ACCEPTED|""|""|Acalypha neptunica|direct|WFO|wfo-0000975999
154|GTS|Acalypha novoguineensis|Warb.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000977141|Acalypha novoguineensis|Warb.|ACCEPTED|""|""|Acalypha novoguineensis|direct|WFO|wfo-0000977141
155|GTS|Acalypha ornata|Hochst. ex A.Rich.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000978769|Acalypha ornata|Hochst. ex A.Rich.|ACCEPTED|""|""|Acalypha ornata|direct|WFO|wfo-0000978769
156|GTS|Acalypha platyphylla|Müll.Arg.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000218576|Acalypha platyphylla|Müll.Arg.|ACCEPTED|""|""|Acalypha platyphylla|direct|WFO|wfo-0000218576
157|GTS|Acalypha radula|Baker|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000224430|Acalypha radula|Baill.|ACCEPTED|""|""|Acalypha radula|direct|WFO|wfo-0000224430
158|GTS|Acalypha wilkesiana|Müll.Arg.|Euphorbiaceae|Acalypha|direct|WFO|wfo-0000254905|Acalypha wilkesiana|Müll.Arg.|ACCEPTED|""|""|Acalypha wilkesiana|direct|WFO|wfo-0000254905
159|GTS|Acanthocladus pulcherrimus|(Kuhlm.) J.F.B.Pastore & D.Cardoso|Polygalaceae|Acanthocladus|direct|WFO|wfo-0001039426|Acanthocladus pulcherrimus|(Kuhlm.) J.F.B.Pastore & D.B.O.S.Cardoso|ACCEPTED|""|""|Acanthocladus pulcherrimus|direct|WFO|wfo-0001039426
160|GTS|Acanthophoenix crinita|(Bory) H.Wendl.|Arecaceae|Acanthophoenix|direct|WFO|wfo-0000278506|Acanthophoenix crinita|H.Wendl.|ACCEPTED|""|""|Acanthophoenix crinita|direct|WFO|wfo-0000278506
161|GTS|Acanthophoenix rubra|(Bory) H.Wendl.|Arecaceae|Acanthophoenix|direct|WFO|wfo-0000278722|Acanthophoenix rubra|H.Wendl.|ACCEPTED|""|""|Acanthophoenix rubra|direct|WFO|wfo-0000278722
162|GTS|Acanthosyris falcata|Griseb.|Santalaceae|Acanthosyris|direct|WFO|wfo-0000513786|Acanthosyris falcata|Griseb.|ACCEPTED|""|""|Acanthosyris falcata|direct|WFO|wfo-0000513786
163|GTS|Acanthosyris spinescens|Griseb.|Santalaceae|Acanthosyris|direct|WFO|wfo-0000513792|Acanthosyris spinescens|Griseb.|ACCEPTED|""|""|Acanthosyris spinescens|direct|WFO|wfo-0000513792
164|GTS|Acca sellowiana|(O.Berg) Burret|Myrtaceae|Acca|direct|WFO|wfo-0000281732|Acca sellowiana|(O.Berg) Burret|ACCEPTED|""|""|Acca sellowiana|direct|WFO|wfo-0000281732
165|GTS|Acer buergerianum|Miq.|Sapindaceae|Acer|direct|WFO|wfo-0000514011|Acer buergerianum|Miq.|ACCEPTED|""|""|Acer buergerianum|direct|WFO|wfo-0000514011
166|GTS|Acer caesium|Wall. ex Brandis|Sapindaceae|Acer|direct|WFO|wfo-0000514024|Acer caesium|Wall. ex Brandis|ACCEPTED|""|""|Acer caesium|direct|WFO|wfo-0000514024
167|GTS|Acer campbellii|Hook.f. & Thomson ex Hiern|Sapindaceae|Acer|direct|WFO|wfo-0000514030|Acer campbellii|Hook.f. & Thomson ex Hiern|ACCEPTED|""|""|Acer campbellii|direct|WFO|wfo-0000514030
168|GTS|Acer campestre|L.|Sapindaceae|Acer|direct|WFO|wfo-0000514040|Acer campestre|L.|ACCEPTED|""|""|Acer campestre|direct|WFO|wfo-0000514040
169|GTS|Acer capillipes|Maxim. ex Miq.|Sapindaceae|Acer|direct|WFO|wfo-0000514064|Acer capillipes|Maxim.|ACCEPTED|""|""|Acer capillipes|direct|WFO|wfo-0000514064
170|GTS|Acer cappadocicum|Gled.|Sapindaceae|Acer|direct|WFO|wfo-0000514067|Acer cappadocicum|Gled.|ACCEPTED|""|""|Acer cappadocicum|direct|WFO|wfo-0000514067
171|GTS|Acer carpinifolium|Siebold & Zucc.|Sapindaceae|Acer|direct|WFO|wfo-0000514097|Acer carpinifolium|Siebold & Zucc.|ACCEPTED|""|""|Acer carpinifolium|direct|WFO|wfo-0000514097
172|GTS|Acer caudatum|Wall.|Sapindaceae|Acer|direct|WFO|wfo-0000514102|Acer caudatum|Wall.|ACCEPTED|""|""|Acer caudatum|direct|WFO|wfo-0000514102
173|GTS|Acer circinatum|Pursh|Sapindaceae|Acer|direct|WFO|wfo-0000514128|Acer circinatum|Pursh|ACCEPTED|""|""|Acer circinatum|direct|WFO|wfo-0000514128
174|GTS|Acer cissifolium|(Siebold & Zucc.) K.Koch|Sapindaceae|Acer|direct|WFO|wfo-0000514134|Acer cissifolium|(Siebold & Zucc.) K.Koch|ACCEPTED|""|""|Acer cissifolium|direct|WFO|wfo-0000514134
175|GTS|Acer crataegifolium|Siebold & Zucc.|Sapindaceae|Acer|direct|WFO|wfo-0000514159|Acer crataegifolium|Siebold & Zucc.|ACCEPTED|""|""|Acer crataegifolium|direct|WFO|wfo-0000514159
176|GTS|Acer davidii|Franch.|Sapindaceae|Acer|direct|WFO|wfo-0000514174|Acer davidii|Franch.|ACCEPTED|""|""|Acer davidii|direct|WFO|wfo-0000514174
177|GTS|Acer glabrum|Torr.|Sapindaceae|Acer|direct|WFO|wfo-0000514267|Acer glabrum|Torr.|ACCEPTED|""|""|Acer glabrum|direct|WFO|wfo-0000514267
178|GTS|Acer griseum|(Franch.) Pax|Sapindaceae|Acer|direct|WFO|wfo-0000514296|Acer griseum|(Franch.) Pax|ACCEPTED|""|""|Acer griseum|direct|WFO|wfo-0000514296
179|GTS|Acer hyrcanum|Fisch. & C.A.Mey.|Sapindaceae|Acer|direct|WFO|wfo-0000514347|Acer hyrcanum|Fisch. & C.A.Mey.|ACCEPTED|""|""|Acer hyrcanum|direct|WFO|wfo-0000514347
180|GTS|Acer japonicum|Thunb.|Sapindaceae|Acer|direct|WFO|wfo-0000514395|Acer japonicum|Thunb.|ACCEPTED|""|""|Acer japonicum|direct|WFO|wfo-0000514395
181|GTS|Acer laevigatum|Wall.|Sapindaceae|Acer|direct|WFO|wfo-0000514435|Acer laevigatum|Wall.|ACCEPTED|""|""|Acer laevigatum|direct|WFO|wfo-0000514435
182|GTS|Acer laurinum|Hassk.|Sapindaceae|Acer|direct|WFO|wfo-0000514453|Acer laurinum|Hassk.|ACCEPTED|""|""|Acer laurinum|direct|WFO|wfo-0000514453
183|GTS|Acer macrophyllum|Pursh|Sapindaceae|Acer|direct|WFO|wfo-0000514511|Acer macrophyllum|Pursh|ACCEPTED|""|""|Acer macrophyllum|direct|WFO|wfo-0000514511
184|GTS|Acer mandshuricum|Maxim.|Sapindaceae|Acer|direct|WFO|wfo-0000514524|Acer mandshuricum|Maxim.|ACCEPTED|""|""|Acer mandshuricum|direct|WFO|wfo-0000514524
185|GTS|Acer maximowiczianum|Miq.|Sapindaceae|Acer|direct|WFO|wfo-0000514536|Acer maximowiczianum|Miq.|ACCEPTED|""|""|Acer maximowiczianum|direct|WFO|wfo-0000514536
186|GTS|Acer monspessulanum|L.|Sapindaceae|Acer|direct|WFO|wfo-0000514593|Acer monspessulanum|L.|ACCEPTED|""|""|Acer monspessulanum|direct|WFO|wfo-0000514593
187|GTS|Acer negundo|L.|Sapindaceae|Acer|direct|WFO|wfo-0000514643|Acer negundo|L.|ACCEPTED|""|""|Acer negundo|direct|WFO|wfo-0000514643
188|GTS|Acer oblongum|Wall. ex DC.|Sapindaceae|Acer|direct|WFO|wfo-0000514707|Acer oblongum|Wall. ex DC.|ACCEPTED|""|""|Acer oblongum|direct|WFO|wfo-0000514707
189|GTS|Acer obtusifolium|Sm.|Sapindaceae|Acer|direct|WFO|wfo-0000514724|Acer obtusifolium|Sm.|ACCEPTED|""|""|Acer obtusifolium|direct|WFO|wfo-0000514724
190|GTS|Acer palmatum|Thunb.|Sapindaceae|Acer|direct|WFO|wfo-0000514777|Acer palmatum|Thunb.|ACCEPTED|""|""|Acer palmatum|direct|WFO|wfo-0000514777
191|GTS|Acer pensylvanicum|L.|Sapindaceae|Acer|direct|WFO|wfo-0000514839|Acer pensylvanicum|L.|ACCEPTED|""|""|Acer pensylvanicum|direct|WFO|wfo-0000514839
192|GTS|Acer pentapomicum|J.L.Stewart|Sapindaceae|Acer|direct|WFO|wfo-0000514841|Acer pentapomicum|J.L.Stewart|ACCEPTED|""|""|Acer pentapomicum|direct|WFO|wfo-0000514841
193|GTS|Acer pictum|Thunb.|Sapindaceae|Acer|direct|WFO|wfo-0000514846|Acer pictum|Thunb.|ACCEPTED|""|""|Acer pictum|direct|WFO|wfo-0000514846
194|GTS|Acer platanoides|L.|Sapindaceae|Acer|direct|WFO|wfo-0000514884|Acer platanoides|L.|ACCEPTED|""|""|Acer platanoides|direct|WFO|wfo-0000514884
195|GTS|Acer pseudoplatanus|L.|Sapindaceae|Acer|direct|WFO|wfo-0000514908|Acer pseudoplatanus|L.|ACCEPTED|""|""|Acer pseudoplatanus|direct|WFO|wfo-0000514908
196|GTS|Acer rubrum|L.|Sapindaceae|Acer|direct|WFO|wfo-0000514966|Acer rubrum|L.|ACCEPTED|""|""|Acer rubrum|direct|WFO|wfo-0000514966
197|GTS|Acer rufinerve|Siebold & Zucc.|Sapindaceae|Acer|direct|WFO|wfo-0000514997|Acer rufinerve|Siebold & Zucc.|ACCEPTED|""|""|Acer rufinerve|direct|WFO|wfo-0000514997
198|GTS|Acer saccharinum|L.|Sapindaceae|Acer|direct|WFO|wfo-0000515004|Acer saccharinum|L.|ACCEPTED|""|""|Acer saccharinum|direct|WFO|wfo-0000515004
199|GTS|Acer saccharum|Marshall|Sapindaceae|Acer|direct|WFO|wfo-0000515026|Acer saccharum|Marshall|ACCEPTED|""|""|Acer saccharum|direct|WFO|wfo-0000515026
200|GTS|Acer shirasawanum|Koidz.|Sapindaceae|Acer|direct|WFO|wfo-0000515098|Acer shirasawanum|Koidz.|ACCEPTED|""|""|Acer shirasawanum|direct|WFO|wfo-0000515098
201|GTS|Acer sieboldianum|Miq.|Sapindaceae|Acer|direct|WFO|wfo-0000515102|Acer sieboldianum|Miq.|ACCEPTED|""|""|Acer sieboldianum|direct|WFO|wfo-0000515102
202|GTS|Acer spicatum|Lam.|Sapindaceae|Acer|direct|WFO|wfo-0000515128|Acer spicatum|Lam.|ACCEPTED|""|""|Acer spicatum|direct|WFO|wfo-0000515128
203|GTS|Acer sterculiaceum|Wall.|Sapindaceae|Acer|direct|WFO|wfo-0000515143|Acer sterculiaceum|Wall.|ACCEPTED|""|""|Acer sterculiaceum|direct|WFO|wfo-0000515143
204|GTS|Acer tataricum|L.|Sapindaceae|Acer|direct|WFO|wfo-0000515176|Acer tataricum|L.|ACCEPTED|""|""|Acer tataricum|direct|WFO|wfo-0000515176
205|GTS|Acer tegmentosum|Maxim.|Sapindaceae|Acer|direct|WFO|wfo-0000515198|Acer tegmentosum|Maxim.|ACCEPTED|""|""|Acer tegmentosum|direct|WFO|wfo-0000515198
206|GTS|Acer triflorum|Kom.|Sapindaceae|Acer|direct|WFO|wfo-0000515234|Acer triflorum|Kom.|ACCEPTED|""|""|Acer triflorum|direct|WFO|wfo-0000515234
207|GTS|Acer truncatum|Bunge|Sapindaceae|Acer|direct|WFO|wfo-0000515246|Acer truncatum|Bunge|ACCEPTED|""|""|Acer truncatum|direct|WFO|wfo-0000515246
208|GTS|Acer velutinum|Boiss.|Sapindaceae|Acer|direct|WFO|wfo-0000515271|Acer velutinum|Boiss.|ACCEPTED|""|""|Acer velutinum|direct|WFO|wfo-0000515271
209|GTS|Aceratium ledermannii|Schltr.|Elaeocarpaceae|Aceratium|direct|WFO|wfo-0000515378|Aceratium ledermannii|Schltr.|ACCEPTED|""|""|Aceratium ledermannii|direct|WFO|wfo-0000515378
210|GTS|Aceratium oppositifolium|DC.|Elaeocarpaceae|Aceratium|direct|WFO|wfo-0000515386|Aceratium oppositifolium|DC.|ACCEPTED|""|""|Aceratium oppositifolium|direct|WFO|wfo-0000515386
211|GTS|Aceratium parvifolium|Schltr.|Elaeocarpaceae|Aceratium|direct|WFO|wfo-0000515388|Aceratium parvifolium|Schltr.|ACCEPTED|""|""|Aceratium parvifolium|direct|WFO|wfo-0000515388
212|GTS|Achatocarpus nigricans|Triana|Achatocarpaceae|Achatocarpus|direct|WFO|wfo-0000515939|Achatocarpus nigricans|Triana|ACCEPTED|""|""|Achatocarpus nigricans|direct|WFO|wfo-0000515939
213|GTS|Achatocarpus praecox|Griseb.|Achatocarpaceae|Achatocarpus|direct|WFO|wfo-0000515942|Achatocarpus praecox|Griseb.|ACCEPTED|""|""|Achatocarpus praecox|direct|WFO|wfo-0000515942
214|GTS|Acioa dolichopoda|(Prance) Sothers & Prance|Chrysobalanaceae|Acioa|direct|WFO|wfo-0001340314|Acioa dolichopoda|(Prance) Sothers & Prance|ACCEPTED|""|""|Acioa dolichopoda|direct|WFO|wfo-0001340314
215|GTS|Acioa edulis|Prance|Chrysobalanaceae|Acioa|direct|WFO|wfo-0000822499|Acioa edulis|Prance|ACCEPTED|""|""|Acioa edulis|direct|WFO|wfo-0000822499
216|GTS|Acioa longipendula|(Pilg.) Sothers & Prance|Chrysobalanaceae|Acioa|direct|WFO|wfo-0001318447|Acioa longipendula|(Pilg.) Sothers & Prance|ACCEPTED|""|""|Acioa longipendula|direct|WFO|wfo-0001318447
217|GTS|Ackama australiensis|(Schltr.) C.T.White|Cunoniaceae|Ackama|direct|WFO|wfo-0000516675|Ackama australiensis|(Schltr.) C.T.White|ACCEPTED|""|""|Ackama australiensis|direct|WFO|wfo-0000516675
218|GTS|Ackama paniculosa|F.Muell.) Heslewood|Cunoniaceae|Ackama|direct|WFO|wfo-0000516684|Ackama paniculosa|(F.Muell.) Heslewood|ACCEPTED|""|""|Ackama paniculosa|direct|WFO|wfo-0000516684
219|GTS|Acnistus arborescens|(L.) Schltdl.|Solanaceae|Acnistus|direct|WFO|wfo-0001354497|Iochroma arborescens|(L.) J.M.H.Shaw|ACCEPTED|WFO|wfo-0001019154|Iochroma arborescens|direct|WFO|wfo-0001354497
220|GTS|Acoelorraphe wrightii|(Griseb. & H.Wendl.) H.Wendl. ex Becc.|Arecaceae|Acoelorraphe|direct|WFO|wfo-0000334949|Acoelorraphe wrightii|H.Wendl. ex Becc.|ACCEPTED|""|""|Acoelorraphe wrightii|direct|WFO|wfo-0000334949
221|GTS|Acokanthera laevigata|Kupicha|Apocynaceae|Acokanthera|direct|WFO|wfo-0000335622|Acokanthera laevigata|Kupicha|ACCEPTED|""|""|Acokanthera laevigata|direct|WFO|wfo-0000335622
222|GTS|Acokanthera oblongifolia|(Hochst.) Benth. & Hook.f. ex B.D.Jacks.|Apocynaceae|Acokanthera|direct|WFO|wfo-0000336026|Acokanthera oblongifolia|Benth. & Hook.f.|ACCEPTED|""|""|Acokanthera oblongifolia|direct|WFO|wfo-0000336026
223|GTS|Acokanthera oppositifolia|(Lam.) Codd|Apocynaceae|Acokanthera|direct|WFO|wfo-0000336130|Acokanthera oppositifolia|(Lam.) Codd|ACCEPTED|""|""|Acokanthera oppositifolia|direct|WFO|wfo-0000336130
224|GTS|Acokanthera rotundata|(Codd) Kupicha|Apocynaceae|Acokanthera|direct|WFO|wfo-0000336536|Acokanthera rotundata|(Codd) Kupicha|ACCEPTED|""|""|Acokanthera rotundata|direct|WFO|wfo-0000336536
225|GTS|Acokanthera schimperi|(A.DC.) Schweinf.|Apocynaceae|Acokanthera|direct|WFO|wfo-0000336741|Acokanthera schimperi|(A.DC.) Benth. & Hook.f. ex Schweinf.|ACCEPTED|""|""|Acokanthera schimperi|direct|WFO|wfo-0000336741
226|GTS|Acridocarpus excelsus|A.Juss.|Malpighiaceae|Acridocarpus|direct|WFO|wfo-0000518515|Acridocarpus excelsus|A.Juss.|ACCEPTED|""|""|Acridocarpus excelsus|direct|WFO|wfo-0000518515
227|GTS|Acridocarpus natalitius|A.Juss.|Malpighiaceae|Acridocarpus|direct|WFO|wfo-0000518537|Acridocarpus natalitius|A.Juss.|ACCEPTED|""|""|Acridocarpus natalitius|direct|WFO|wfo-0000518537
228|GTS|Acridocarpus plagiopterus|Guill. & Perr.|Malpighiaceae|Acridocarpus|direct|WFO|wfo-0000518546|Acridocarpus plagiopterus|Guill. & Perr.|ACCEPTED|""|""|Acridocarpus plagiopterus|direct|WFO|wfo-0000518546
229|GTS|Acridocarpus spectabilis|(Nied.) Doorn-Hoekm.|Malpighiaceae|Acridocarpus|direct|WFO|wfo-0000518558|Acridocarpus spectabilis|(Nied.) Doorn-Hoekm.|ACCEPTED|""|""|Acridocarpus spectabilis|direct|WFO|wfo-0000518558
230|GTS|Acrocarpus fraxinifolius|Wight & Arn.|Fabaceae|Acrocarpus|direct|WFO|wfo-0000211685|Acrocarpus fraxinifolius|Wight & Arn.|ACCEPTED|""|""|Acrocarpus fraxinifolius|direct|WFO|wfo-0000211685
231|GTS|Acrocomia aculeata|(Jacq.) Lodd. ex R.Keith|Arecaceae|Acrocomia|direct|WFO|wfo-0000486739|Acrocomia aculeata|Lodd. ex Mart.|ACCEPTED|""|""|Acrocomia aculeata|direct|WFO|wfo-0000486739
232|GTS|Acrocomia crispa|(Kunth) C.F.Baker ex Becc.|Arecaceae|Acrocomia|direct|WFO|wfo-0000490572|Acrocomia crispa|(Kunth) C.F.Baker ex Becc.|ACCEPTED|""|""|Acrocomia crispa|direct|WFO|wfo-0000490572
233|GTS|Acrocomia totai|Mart.|Arecaceae|Acrocomia|direct|WFO|wfo-0000509097|Acrocomia totai|Mart.|ACCEPTED|""|""|Acrocomia totai|direct|WFO|wfo-0000509097
234|GTS|Acronychia carrii|T.G.Hartley|Rutaceae|Acronychia|direct|WFO|wfo-0000518797|Acronychia carrii|T.G.Hartley|ACCEPTED|""|""|Acronychia carrii|direct|WFO|wfo-0000518797
235|GTS|Acronychia laevis|J.R.Forst. & G.Forst.|Rutaceae|Acronychia|direct|WFO|wfo-0000518826|Acronychia laevis|J.R.Forst. & G.Forst.|ACCEPTED|""|""|Acronychia laevis|direct|WFO|wfo-0000518826
236|GTS|Acronychia ledermannii|Lauterb.|Rutaceae|Acronychia|direct|WFO|wfo-0000518834|Acronychia ledermannii|Lauterb.|ACCEPTED|""|""|Acronychia ledermannii|direct|WFO|wfo-0000518834
237|GTS|Acronychia montana|T.G.Hartley|Rutaceae|Acronychia|direct|WFO|wfo-0000518843|Acronychia montana|T.G.Hartley|ACCEPTED|""|""|Acronychia montana|direct|WFO|wfo-0000518843
238|GTS|Acronychia murina|Ridl.|Rutaceae|Acronychia|direct|WFO|wfo-0000518847|Acronychia murina|Ridl.|ACCEPTED|""|""|Acronychia murina|direct|WFO|wfo-0000518847
239|GTS|Acronychia pedunculata|(L.) Miq.|Rutaceae|Acronychia|direct|WFO|wfo-0000518861|Acronychia pedunculata|Miq.|ACCEPTED|""|""|Acronychia pedunculata|direct|WFO|wfo-0000518861
240|GTS|Acronychia pullei|Lauterb.|Rutaceae|Acronychia|direct|WFO|wfo-0000518865|Acronychia pullei|Lauterb.|ACCEPTED|""|""|Acronychia pullei|direct|WFO|wfo-0000518865
241|GTS|Acronychia rugosa|T.G.Hartley|Rutaceae|Acronychia|direct|WFO|wfo-0000518873|Acronychia rugosa|T.G.Hartley|ACCEPTED|""|""|Acronychia rugosa|direct|WFO|wfo-0000518873
242|GTS|Acronychia trifoliolata|Zoll. & Moritzi|Rutaceae|Acronychia|direct|WFO|wfo-0000518886|Acronychia trifoliolata|Zoll. & Moritzi|ACCEPTED|""|""|Acronychia trifoliolata|direct|WFO|wfo-0000518886
243|GTS|Actephila excelsa|(Dalzell) Müll.Arg.|Phyllanthaceae|Actephila|direct|WFO|wfo-0000577653|Actephila excelsa|(Dalzell) Müll.Arg.|ACCEPTED|""|""|Actephila excelsa|direct|WFO|wfo-0000577653
244|GTS|Actephila lindleyi|(Steud.) Airy Shaw|Phyllanthaceae|Actephila|direct|WFO|wfo-0000590191|Actephila lindleyi|(Steud.) Airy Shaw|ACCEPTED|""|""|Actephila lindleyi|direct|WFO|wfo-0000590191
245|GTS|Actinodaphne areolata|Blume|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519394|Actinodaphne areolata|Blume|ACCEPTED|""|""|Actinodaphne areolata|direct|WFO|wfo-0000519394
246|GTS|Actinodaphne borneensis|Meisn.|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519399|Actinodaphne borneensis|Meisn.|ACCEPTED|""|""|Actinodaphne borneensis|direct|WFO|wfo-0000519399
247|GTS|Actinodaphne cinerea|Elmer|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519410|Actinodaphne cinerea|Elmer|ACCEPTED|""|""|Actinodaphne cinerea|direct|WFO|wfo-0000519410
248|GTS|Actinodaphne cupularis|(Hemsl.) Gamble|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519422|Actinodaphne cupularis|Gamble|ACCEPTED|""|""|Actinodaphne cupularis|direct|WFO|wfo-0000519422
249|GTS|Actinodaphne elegans|Thwaites|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519427|Actinodaphne elegans|Thwaites|ACCEPTED|""|""|Actinodaphne elegans|direct|WFO|wfo-0000519427
250|GTS|Actinodaphne ellipticibacca|Kosterm.|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519430|Actinodaphne ellipticibacca|Kosterm.|ACCEPTED|""|""|Actinodaphne ellipticibacca|direct|WFO|wfo-0000519430
251|GTS|Actinodaphne glabra|Blume|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519439|Actinodaphne glabra|Blume|ACCEPTED|""|""|Actinodaphne glabra|direct|WFO|wfo-0000519439
252|GTS|Actinodaphne glomerata|(Blume) Nees|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519444|Actinodaphne glomerata|Nees|ACCEPTED|""|""|Actinodaphne glomerata|direct|WFO|wfo-0000519444
253|GTS|Actinodaphne gracilis|Miq.|Lauraceae|Actinodaphne|direct|WFO|wfo-0000519445|Actinodaphne gracilis|Miq.|ACCEPTED|""|""|Actinodaphne gracilis|direct|WFO|wfo-0000519445
